poemId,allTopics,allProbabilities,topics,topicWords,topicProbabilities
118,"0,1,2,3","0.4601,0.0175,0.0179,0.5044","0,3,2","""夢, 思, 情懷, 無聊, 簾, 詩, 風""，""影, 梨花, 楊柳, 池塘, 珠""，""淡夜, 細細""","0.46,0.02,0.50"
119,"0,1,2,3","0.0860,0.2428,0.0166,0.6546","1,3,0,2","""奇葩, 妖嬈, 欄桿, 迎風""，""三月, 新, 爛漫, 精神, 芙蕖, 顏色""，""春, 桃李, 獨""，""妝, 百花""","0.09,0.24,0.02,0.65"
120,"0,1,2,3","0.7632,0.0047,0.0394,0.1927","3,0,1,2","""一行, 人, 冰, 塘, 大地, 新, 梧桐, 水面, 蟲, 雲, 香, 鴛鴦""，""冷, 參差, 夜, 夢, 妝臺, 學, 寒, 春, 春寒, 曲, 梅, 歸, 流鶯, 消息, 涼風, 爐, 簾, 籬, 羅衣, 舟, 菊, 蕭索, 階, 風""，""欄桿, 爐香, 秋月, 鴻雁, 黃葉, 黃金""，""凜冽, 妝, 東風, 氤氳, 瑞雪, 紫燕, 花瓣""","0.76,0.00,0.04,0.19"
121,"0,1,2,3","0.9474,0.0173,0.0174,0.0179","3,0,1,2","""寺, 山""，""他鄉, 寒, 新詩, 滿天, 無限, 獨, 菊, 闌, 隨處""，""秋, 風雨""，""瀟瀟""","0.95,0.02,0.02,0.02"
122,"0,1,2,3","0.9524,0.0158,0.0158,0.0160","2,0,1,3","""寂靜, 曙光""，""夜, 夢, 微茫, 惟恐, 憔悴, 海棠, 簾, 花, 金, 雁""，""秋""，""一行, 影, 香""","0.95,0.02,0.02,0.02"
123,"0,1,2,3","0.0141,0.0138,0.0137,0.9584","0,3,1,2","""仿佛, 冷, 夜, 琴, 蕭蕭, 風""，""天, 宮, 影, 悠揚, 斷續, 暮, 林, 翠, 雪""，""森森, 秋""，""遠音""","0.01,0.01,0.01,0.96"
124,"0,1,2,3","0.7233,0.0167,0.0164,0.2436","0,3,1,2","""寒, 春, 朔風, 爐, 畏, 詩, 輾轉, 釀成""，""愧, 松, 石徑, 陣陣""，""楓葉, 雪花""，""晴空""","0.72,0.02,0.02,0.24"
125,"0,1,2,3","0.0431,0.2886,0.0447,0.6236","2,3,1","""翠竹""，""不許, 君子, 雲""，""俗人""","0.29,0.04,0.62"
126,"0,1,2,3","0.0329,0.8999,0.0322,0.0351","3,0,1","""人, 梨花, 精神, 雙雙""，""小院""，""素影, 蛺蝶""","0.03,0.90,0.04"
127,"0,1,2,3","0.0449,0.0431,0.5769,0.3352","2,3,0","""妝, 菱花鏡""，""人, 新""，""日日""","0.04,0.58,0.34"
128,"0,1,2,3","0.4603,0.0456,0.0429,0.4512","0,3,1","""翠色, 階""，""影, 陰""，""迎風""","0.46,0.05,0.45"
129,"0,1,2,3","0.8994,0.0328,0.0337,0.0340","0,3,2,1","""風""，""嬌音, 陰, 鶯""，""嚦嚦, 歌喉""，""側耳""","0.90,0.03,0.03,0.03"
130,"0,1,2,3","0.0903,0.0365,0.0365,0.8367","3,0","""影, 林, 玉, 陰""，""簾, 花""","0.09,0.84"
131,"0,1,2,3","0.4967,0.0530,0.3974,0.0528","2,1,0","""朱欄, 臙脂""，""嬌紅""，""春""","0.50,0.05,0.40"
132,"0,1,2,3","0.0220,0.3583,0.0217,0.5979","1,3,0","""兩岸, 楓林, 江畔, 秋""，""山, 影, 輕舟, 雲, 鳥""，""歸, 風""","0.02,0.36,0.60"
133,"0,1,2,3","0.7647,0.1764,0.0295,0.0294","0,1,3,2","""夜, 寒, 平安, 江上, 秋風""，""蘆花""，""一行""，""雁關""","0.76,0.18,0.03,0.03"
134,"0,1,2,3","0.8026,0.0641,0.0658,0.0675","0,2,3","""西風""，""夕照""，""零落""","0.80,0.07,0.07"
135,"0,1,2,3","0.2605,0.0441,0.6515,0.0439","2,0","""來往, 晴暉, 海燕""，""歸, 簾""","0.26,0.65"
136,"0,1,2,3","0.8677,0.0433,0.0430,0.0460","3,0","""影, 梧桐, 蟲""，""喞喞, 寒""","0.87,0.05"
137,"0,1,2,3","0.8902,0.0364,0.0363,0.0371","0,3","""何時, 夢, 相逢, 關山, 難""，""魂""","0.89,0.04"
138,"0,1,2,3","0.6143,0.0333,0.3198,0.0327","2,0,1,3","""滿地, 蕭颯""，""夜, 無聊, 黃花""，""風雨""，""魂""","0.61,0.03,0.32,0.03"
139,"0,1,2,3","0.0388,0.0384,0.0438,0.8790","2,3","""菱花""，""悠揚, 新, 樹, 蟬, 雪""","0.04,0.88"
140,"0,1,2,3","0.8885,0.0368,0.0378,0.0370","0,1,2","""夜半, 夢, 惜, 花""，""風雨""，""檢點""","0.89,0.04,0.04"
141,"0,1,2,3","0.0272,0.0261,0.0264,0.9203","0,3,2","""夜, 燒, 花, 風""，""和, 雲, 龍""，""氤氳, 蓬山""","0.03,0.03,0.92"
142,"0,1,2,3","0.8877,0.0366,0.0391,0.0366","2,0","""綠苔""，""不惜, 君, 成堆, 殷勤, 翠色""","0.89,0.04"
143,"0,1,2,3","0.8823,0.0259,0.0260,0.0658","0,3,2","""山泉, 惜, 惟恐, 憔悴, 花""，""珠, 顆顆""，""妝""","0.88,0.03,0.07"
144,"0,1,2,3","0.0324,0.4736,0.0347,0.4593","1,3,0,2","""蘆花, 隱隱""，""山, 波影""，""舟""，""垂釣, 江魚""","0.03,0.47,0.03,0.46"
145,"0,1,2,3","0.0444,0.0435,0.8673,0.0447","2,3,0","""東風, 花間, 芳菲""，""偶然""，""多情""","0.04,0.87,0.04"
146,"0,1,2,3","0.0348,0.0338,0.8978,0.0335","2,0,3,1","""休問, 淸影, 良宵, 騰空""，""夜""，""碧波""，""山河""","0.03,0.03,0.90,0.03"
147,"0,1,2,3","0.9022,0.0324,0.0330,0.0324","0,2","""小院, 惜, 殷勤, 流鶯, 花""，""芳菲, 金鈴""","0.90,0.03"
148,"0,1,2,3","0.0294,0.0291,0.9105,0.0309","0,2,3","""簾, 雨聲""，""新紅, 瀟瀟, 群芳, 蜂蝶, 點滴""，""翠""","0.03,0.91,0.03"
149,"0,1,2,3","0.0228,0.0218,0.6071,0.3484","2,3,0","""太眞, 春曉, 東風, 濛濛, 無力""，""枝頭, 泣, 雨""，""嫩綠, 情, 柔""","0.02,0.61,0.35"
150,"0,1,2,3","0.0321,0.0322,0.0321,0.9036",3,"""新, 歸來, 水面, 蓮, 蜂房, 采花, 香""",0.9
151,"0,1,2,3","0.0242,0.0234,0.0233,0.9291","3,2,1,0","""主人, 冰, 塵, 妬, 樹, 無情, 生""，""蕭條""，""秋""，""西風""","0.02,0.02,0.02,0.93"
152,"0,1,2,3","0.6379,0.1421,0.1905,0.0294","2,1,0,3","""江岸""，""明月, 蘆花""，""天涯, 客愁, 淚, 秋風""，""高樓""","0.64,0.14,0.19,0.03"
153,"0,1,2,3","0.9209,0.0268,0.0259,0.0264","0,1,3,2","""客, 家, 思""，""登高, 秋, 重陽, 風雨""，""笑""，""茱萸""","0.92,0.03,0.03,0.03"
154,"0,1,2,3","0.9227,0.0258,0.0257,0.0258","0,1","""不堪, 冷, 天邊, 惆悵, 簾, 落葉, 蕭蕭, 雁""，""秋色""","0.92,0.03"
155,"0,1,2,3","0.9348,0.0218,0.0216,0.0218","0,3,2,1","""不堪, 夜, 宵, 寒, 情, 異地, 窗外""，""蟲, 雨""，""瀟瀟""，""芭蕉""","0.93,0.02,0.02,0.02"
156,"0,1,2,3","0.7535,0.0270,0.1919,0.0276","2,0,3","""分外, 留得, 萬紫千紅""，""春, 童, 芳塵""，""新, 春光, 笑""","0.75,0.19,0.03"
157,"0,1,2,3","0.0378,0.0375,0.0371,0.8877","0,3,2","""雁, 風霜""，""偏逢, 新葉, 精神""，""臙脂""","0.04,0.04,0.89"
158,"0,1,2,3","0.8985,0.0338,0.0331,0.0346","1,2,3,0","""洞庭, 磊落, 秋色""，""蕭條""，""枝頭, 香""，""金""","0.90,0.03,0.03,0.03"
159,"0,1,2,3","0.9338,0.0215,0.0218,0.0228","2,3,0","""濛濛""，""四野, 林, 雪, 雲""，""凜凜, 寒, 朔風, 滿天, 窗紗, 花""","0.93,0.02,0.02"
160,"0,1,2,3","0.8507,0.0901,0.0296,0.0295","0,1,3","""寂寂, 簾, 花, 階""，""淒淒, 綠痕, 風雨""，""人""","0.85,0.09,0.03"
161,"0,1,2,3","0.9202,0.0256,0.0262,0.0279","2,3,0","""春色""，""天, 湘簾, 當年, 魂""，""不堪, 回首, 夜夜, 相思""","0.92,0.03,0.03"
162,"0,1,2,3","0.8866,0.0378,0.0372,0.0385","1,3,0","""俗塵""，""人間, 雪""，""春, 桃李, 獨占""","0.89,0.04,0.04"
163,"0,1,2,3","0.5104,0.0287,0.4312,0.0296","2,0,3","""春色, 筆尖, 芳菲""，""書, 簾, 韶光""，""新""","0.51,0.43,0.03"
164,"0,1,2,3","0.0381,0.0368,0.0373,0.8877","3,2,0","""婉轉, 嬌音, 林, 陰""，""歌喉""，""風""","0.04,0.04,0.89"
165,"0,1,2,3","0.9113,0.0293,0.0290,0.0304","0,3,2,1","""夢, 學, 金, 閨""，""唱, 眉""，""喚起""，""佳人""","0.91,0.03,0.03,0.03"
166,"0,1,2,3","0.1136,0.0236,0.0241,0.8387","0,2,3,1","""寂寂, 寒, 春, 花""，""東風, 爐火""，""新, 翠, 雪""，""焚香""","0.11,0.02,0.02,0.84"
167,"0,1,2,3","0.0266,0.0260,0.6835,0.2640","3,0,2","""新, 珠, 翠""，""簾, 韶光""，""嬌鷪, 料峭, 東風, 殘紅""","0.03,0.68,0.26"
168,"0,1,2,3","0.8887,0.0363,0.0381,0.0369","0,2","""小婢, 春寒, 海棠, 簾, 花""，""昨夜""","0.89,0.04"
169,"0,1,2,3","0.0245,0.0234,0.1629,0.7892","2,3,0","""春雨, 枝上""，""人, 晴, 柳絮, 陰, 鳥""，""惜, 泥, 風""","0.02,0.16,0.79"
170,"0,1,2,3","0.0682,0.0644,0.0671,0.8003","3,2,0","""天色""，""月華""，""海棠""","0.07,0.07,0.80"
171,"0,1,2,3","0.6186,0.0260,0.3292,0.0262","3,0,2,1","""無情, 狼籍""，""夜, 深紅, 風""，""芳菲, 轉眼, 靑苔""，""淺紅""","0.62,0.03,0.33,0.03"
172,"0,1,2,3","0.9289,0.0238,0.0233,0.0240","0,1,3","""可憐, 殘葉, 無限, 辜負, 階, 風""，""情欲, 秋""，""生, 零落""","0.93,0.02,0.02"
173,"0,1,2,3","0.0392,0.0372,0.8851,0.0386","3,0,2","""女, 萋萋""，""芳草""，""春朝, 羅帬, 迷離""","0.04,0.89,0.04"
174,"0,1,2,3","0.8888,0.0369,0.0368,0.0375","3,0","""垂柳""，""夜, 愁, 摧殘, 絲絲, 西風""","0.89,0.04"
175,"0,1,2,3","0.9138,0.0285,0.0289,0.0288","0,3,2","""他鄉, 冷風, 夢裏, 客, 雁""，""影, 魂""，""奴""","0.91,0.03,0.03"
176,"0,1,2,3","0.0263,0.0260,0.0257,0.9221","0,1,3,2","""夜""，""楓葉, 草木""，""何人, 林, 水, 當年, 賦詩""，""臙脂""","0.03,0.03,0.03,0.92"
177,"0,1,2,3","0.9211,0.0259,0.0257,0.0273","3,0","""天, 影, 林, 雲""，""冷, 夜, 落葉, 雁, 風""","0.92,0.03"
178,"0,1,2,3","0.9101,0.0288,0.0312,0.0299","0,2,3","""三更, 冷, 夢, 寒, 瘦影, 風""，""庭竹""，""梅花""","0.91,0.03,0.03"
179,"0,1,2,3","0.8701,0.0430,0.0428,0.0440","0,3","""宜人, 寒, 春, 鵞黃""，""香""","0.87,0.04"
180,"0,1,2,3","0.0301,0.0284,0.0286,0.9129","3,0","""暗香, 枝頭, 雪, 零落, 飛花""，""夜, 寒, 春風""","0.03,0.91"
181,"0,1,2,3","0.9016,0.0326,0.0321,0.0338","0,1,3","""冷, 瘦影, 花, 風""，""光, 秋""，""香""","0.90,0.03,0.03"
182,"0,1,2,3","0.8929,0.0273,0.0280,0.0518","2,3,0,1","""曲徑""，""山, 野花""，""春, 深谷, 白雲, 翠色""，""溪水, 長嘯""","0.89,0.03,0.03,0.05"
183,"0,1,2,3","0.0304,0.0287,0.0303,0.9106","3,0,2","""人, 松花, 漠漠, 陰""，""淡淡, 白雲, 風""，""不見""","0.03,0.03,0.91"
184,"0,1,2,3","0.0551,0.0522,0.8395,0.0533","2,0","""平蕪, 滿地""，""簾, 風""","0.06,0.84"
185,"0,1,2,3","0.0391,0.0409,0.8797,0.0403","1,2,0","""乘興, 無邊""，""嬌鷪, 春色, 花間""，""風光""","0.04,0.04,0.88"
186,"0,1,2,3","0.4299,0.0297,0.0308,0.5096","1,0,2,3","""淡月""，""寂寂, 笛聲, 簾, 風""，""朱欄""，""柳絮, 梅花""","0.43,0.03,0.03,0.51"
187,"0,1,2,3","0.0465,0.0469,0.0428,0.8639","3,0,1","""山, 晚風, 林""，""落暉""，""溪邊""","0.05,0.05,0.86"
188,"0,1,2,3","0.0242,0.0250,0.0236,0.9273","0,1,3,2","""三更, 宵""，""深沈, 百感, 萬籟""，""人, 梨花, 無聲, 生""，""女伴""","0.02,0.03,0.02,0.93"
189,"0,1,2,3","0.4239,0.0340,0.0331,0.5090","1,3,0","""曲池, 重門""，""人, 新, 萋萋""，""綠陰, 落花""","0.42,0.03,0.51"
190,"0,1,2,3","0.0232,0.0215,0.9328,0.0225","3,0,2","""人, 桃花, 萋萋""，""夕陽, 春, 芳草""，""不見, 仙犬, 暮靄, 曲徑, 洞口""","0.02,0.93,0.02"
191,"0,1,2,3","0.3382,0.0294,0.0297,0.6026","0,1,3,2","""夢, 春, 書""，""喚醒, 闌珊""，""人, 柳絮""，""東風""","0.34,0.03,0.03,0.60"
192,"0,1,2,3","0.9120,0.0300,0.0289,0.0291","2,0,1","""東風""，""春, 杜鵑, 柳, 翠眉, 花""，""繽紛, 離離""","0.91,0.03,0.03"
193,"0,1,2,3","0.0339,0.0323,0.0324,0.9014","3,0","""明媚, 春光, 翠, 雨""，""柳, 簾, 花""","0.03,0.90"
194,"0,1,2,3","0.0265,0.0278,0.0257,0.9200","1,3","""明月, 爽氣, 秋, 笛, 羅衫""，""塘, 天, 玉, 香""","0.03,0.92"
195,"0,1,2,3","0.9009,0.0327,0.0326,0.0337","1,3,0","""明夜""，""松風, 無聲, 鶴""，""夢, 書, 花""","0.90,0.03,0.03"
196,"0,1,2,3","0.0336,0.0321,0.0323,0.9021","3,0","""人, 水, 池, 生, 香""，""書, 風""","0.03,0.90"
197,"0,1,2,3","0.9122,0.0291,0.0284,0.0302","1,3,0","""秋""，""和, 泣, 珠""，""夜, 寒, 簾, 風""","0.91,0.03,0.03"
198,"0,1,2,3","0.9214,0.0259,0.0258,0.0270","3,0","""影, 新, 梧桐, 蟲""，""喞喞, 夜, 寒, 月色, 難""","0.92,0.03"
199,"0,1,2,3","0.9353,0.0214,0.0216,0.0217","0,2,3","""回首, 夜, 成行, 斷腸, 月白, 相思, 關河, 雁, 風""，""渺茫""，""天""","0.94,0.02,0.02"
200,"0,1,2,3","0.0276,0.9202,0.0263,0.0260","3,1,2,0","""差池""，""往年, 海外, 秋, 飛來""，""紫燕""，""客, 思, 歸""","0.03,0.92,0.03,0.03"
201,"0,1,2,3","0.9744,0.0089,0.0082,0.0085","0,1,3","""別君, 南浦, 君, 夜月, 夢, 客, 寒, 情, 扁舟, 柳絲, 漫漫, 相聚, 秋風, 絮, 芝蘭, 魚, 鴻""，""不堪回首, 江, 蒼蒼, 蘆花, 西江, 飄然""，""人, 樹, 翠, 西堂, 雨, 雲""","0.97,0.01,0.01"
202,"0,1,2,3","0.0360,0.0327,0.0324,0.8989","3,0","""四面, 山, 林, 鳥""，""春, 紅桃, 翠色""","0.04,0.90"
203,"0,1,2,3","0.0231,0.9321,0.0216,0.0232","1,3,0","""光, 山花, 江, 秋色, 綠水, 茫茫, 遠望""，""樹""，""冷, 白雲, 鴉""","0.02,0.93,0.02"
204,"0,1,2,3","0.9262,0.0237,0.0234,0.0266","3,0,1","""山, 水""，""兩地, 帆, 情, 憑欄, 漫漫, 獨, 難""，""天際""","0.93,0.02,0.03"
205,"0,1,2,3","0.0271,0.6255,0.0258,0.3216","0,3,1","""歸, 鴉""，""人, 天, 暮, 翩翩""，""孤邨, 山下, 水中""","0.03,0.63,0.32"
206,"0,1,2,3","0.0245,0.0239,0.0237,0.9278","3,0,1,2","""天, 斜陽, 渡頭, 翠""，""客, 舟, 蕭蕭, 西風""，""江""，""妝點""","0.02,0.02,0.02,0.93"
207,"0,1,2,3","0.4360,0.5102,0.0265,0.0272","3,1,2,0","""樹, 長江, 雨""，""疎雨, 舒望, 默默""，""篷窗""，""冷風, 扁舟""","0.44,0.51,0.03,0.03"
208,"0,1,2,3","0.8883,0.0375,0.0374,0.0368","0,2,1","""江上, 獨, 西風""，""夕照""，""天際, 秋色""","0.89,0.04,0.04"
209,"0,1,2,3","0.0431,0.0435,0.0441,0.8692","2,3","""千萬""，""銀河, 靑山, 高峯, 龍""","0.04,0.87"
210,"0,1,2,3","0.0273,0.0263,0.0263,0.9201","3,1,0,2","""桃源, 水, 綠波, 霞影""，""光, 灩灩""，""幾多, 春""，""桃花色""","0.03,0.03,0.03,0.92"
211,"0,1,2,3","0.0269,0.6617,0.0256,0.2858","0,3,1","""江湖""，""年年, 歸來, 船""，""明月, 晚秋, 水雲鄉, 生計, 蘆花""","0.03,0.66,0.29"
212,"0,1,2,3","0.0647,0.8074,0.0642,0.0637","1,0","""忠魂, 怒濤""，""湘水""","0.06,0.81"
213,"0,1,2,3","0.8974,0.0334,0.0355,0.0337","2,1,3,0","""轉眼, 針線""，""寒天""，""梅花, 韶華""，""客, 春""","0.90,0.03,0.04,0.03"
214,"0,1,2,3","0.7963,0.0704,0.0676,0.0658","1,0,2","""鶯梭""，""絲絲""，""東風""","0.80,0.07,0.07"
215,"0,1,2,3","0.8164,0.0287,0.0297,0.1252","0,2,3","""嫩綠, 愁, 春""，""東風, 隄邊""，""眉, 綽約, 芳姿""","0.82,0.03,0.13"
216,"0,1,2,3","0.0297,0.0294,0.0288,0.9122","1,3,0","""羌笛, 送行, 陽關""，""無奈, 雪""，""別離, 情, 花""","0.03,0.03,0.91"
217,"0,1,2,3","0.9032,0.0321,0.0320,0.0327","0,3","""婆娑, 憔悴, 滿天, 蕭蕭, 西風, 霜月""，""眉""","0.90,0.03"
218,"0,1,2,3","0.0257,0.0262,0.0264,0.9217","3,2,1","""塵, 松, 歸來, 深山, 竹, 蓬島, 逍遙""，""采藥""，""洞門""","0.03,0.03,0.92"
219,"0,1,2,3","0.0292,0.0290,0.2478,0.6940","1,0,2,3","""飄然""，""日月""，""天風, 松林, 白雲鄉""，""一陣, 仙, 香""","0.03,0.03,0.25,0.69"
220,"0,1,2,3","0.9130,0.0218,0.0216,0.0436","3,2,0,1","""暮, 松風, 林, 竹, 雲, 鶴""，""爐火""，""歸, 石, 童""，""溪邊""","0.91,0.02,0.02,0.04"
221,"0,1,2,3","0.0221,0.6858,0.0216,0.2705","3,0,1,2","""松, 海, 玉""，""琴""，""天秋, 山石, 泠泠, 洞門, 笛, 謖謖""，""野鶴""","0.02,0.69,0.02,0.27"
222,"0,1,2,3","0.0298,0.0290,0.0289,0.9124","0,3,1","""書, 詩""，""人間, 林, 生涯, 甲子, 逍遙""，""山中""","0.03,0.03,0.91"
223,"0,1,2,3","0.0295,0.0293,0.0296,0.9116","3,0,2","""仙, 外家, 湖, 頂上""，""歸, 花""，""昆侖, 浮雲""","0.03,0.03,0.91"
224,"0,1,2,3","0.8618,0.0462,0.0485,0.0434","0,1,2","""白雲, 花, 驚人""，""長嘯""，""仙犬""","0.86,0.05,0.05"
225,"0,1,2,3","0.0261,0.0268,0.0260,0.9211","3,1,2,0","""松, 樹, 竹, 蓬萊, 鸞""，""洞門, 飄然""，""寂靜""，""白雲""","0.03,0.03,0.03,0.92"
226,"0,1,2,3","0.5251,0.0324,0.4091,0.0334","0,2,3","""夢, 懨懨, 書""，""呢喃, 妝, 無力""，""新""","0.53,0.41,0.03"
227,"0,1,2,3","0.9299,0.0234,0.0232,0.0235","3,0","""池""，""小院, 春, 杜宇, 歸, 殘花, 流水, 無言, 芳草, 落暉""","0.93,0.02"
228,"0,1,2,3","0.8709,0.0427,0.0433,0.0431",0,"""春, 歲月, 綠陰, 落花, 韶光""",0.87
229,"0,1,2,3","0.0267,0.0261,0.0269,0.9204","3,0,2","""宴, 新, 湘簾, 蟬, 香""，""冷, 書, 琴""，""遠音""","0.03,0.03,0.92"
230,"0,1,2,3","0.0236,0.0232,0.0232,0.9299","3,0","""斜陽, 新, 楊柳, 樹, 池塘, 瀲灩, 蟬, 零落, 黃金色""，""寒""","0.02,0.93"
231,"0,1,2,3","0.9028,0.0328,0.0320,0.0324","0,1","""涼風, 深夜, 碧梧, 羅衣, 落葉, 金""，""秋""","0.90,0.03"
232,"0,1,2,3","0.9023,0.0330,0.0318,0.0329","1,0,3","""秋""，""歸, 涼風, 落葉, 階, 雁""，""人""","0.90,0.03,0.03"
233,"0,1,2,3","0.0355,0.0337,0.8959,0.0349","2,0,1,3","""呢喃, 回顧, 紫燕""，""情, 簾""，""欄桿""，""珠""","0.04,0.03,0.90,0.03"
234,"0,1,2,3","0.8882,0.0375,0.0366,0.0377","0,3,1","""深夜, 荒蕪, 蟋蟀, 階""，""玉""，""笛""","0.89,0.04,0.04"
235,"0,1,2,3","0.3614,0.0206,0.0198,0.5982","3,1,0","""天, 新, 暑, 珠, 雨, 雲""，""光, 秋""，""簾, 籬, 風, 黃花""","0.36,0.02,0.60"
236,"0,1,2,3","0.0297,0.5223,0.0285,0.4194","0,1,3","""石, 西風""，""兩岸, 涼月, 秋, 蘆花""，""天, 水""","0.03,0.52,0.42"
237,"0,1,2,3","0.9119,0.0292,0.0286,0.0303","3,0,1","""山""，""家, 泉, 石, 紅霞, 茅屋""，""小橋, 蒼龍""","0.91,0.03,0.03"
238,"0,1,2,3","0.7219,0.0298,0.0313,0.2171","1,3,0,2","""芭蕉""，""人, 新, 斷續""，""寒氣, 挑燈, 西風""，""庭竹""","0.72,0.03,0.03,0.22"
239,"0,1,2,3","0.9011,0.0326,0.0324,0.0338","3,0,1","""梧葉, 蟲""，""喞喞, 石, 秋風, 階""，""戰""","0.90,0.03,0.03"
240,"0,1,2,3","0.3181,0.0256,0.0265,0.6298","3,2,0","""人, 盈盈, 香""，""妝, 漢宮""，""恐, 海棠, 獨, 簾""","0.32,0.03,0.63"
241,"0,1,2,3","0.6179,0.0082,0.0081,0.3659","3,0,1,2","""大江, 天, 嶺南, 梅花, 水面, 無際, 煙波, 紅燈, 船, 蠟炬""，""君, 客, 寒梅, 帆, 心, 恩, 情, 書, 芬芳, 金, 難, 風""，""初度, 明月, 蘭閨, 香茗""，""余生, 妝, 春色, 盛開, 花香, 途中""","0.62,0.01,0.01,0.37"
242,"0,1,2,3","0.4447,0.0333,0.4881,0.0339","3,0,2","""鳥""，""夢, 落葉, 西風, 雨聲""，""新書, 雅韻""","0.44,0.49,0.03"
243,"0,1,2,3","0.0264,0.0261,0.0257,0.9218","1,0,3,2","""孤芳""，""夢, 瀟灑""，""山, 林, 處士, 雪, 香""，""春色""","0.03,0.03,0.03,0.92"
244,"0,1,2,3","0.0302,0.0290,0.0301,0.9107","3,2,0","""愧, 柳絮, 香""，""國風, 無知, 茗椀""，""書, 烏絲""","0.03,0.03,0.91"
245,"0,1,2,3","0.0303,0.1478,0.0299,0.7919","1,3,0,2","""新詞, 桃葉, 鬢邊""，""和, 珠""，""曲, 簾""，""月影""","0.03,0.15,0.03,0.79"
246,"0,1,2,3","0.0246,0.0232,0.0250,0.9272","0,2,3","""心, 江南, 獨, 花""，""春色, 錦繡""，""古人, 得名, 新, 香""","0.02,0.02,0.93"
247,"0,1,2,3","0.2145,0.0367,0.0364,0.7125","3,0","""天, 綽約, 顏色""，""春風, 獨, 顋""","0.21,0.71"
248,"0,1,2,3","0.6264,0.0322,0.3073,0.0341","3,0,2","""人, 爛漫""，""無語, 花, 風""，""並立, 妝""","0.63,0.31,0.03"
249,"0,1,2,3","0.0239,0.0234,0.0233,0.9294","0,3","""夜, 寒月""，""冰, 天然, 寂寞, 暗香, 玉骨, 珠, 疎影, 魂""","0.02,0.93"
250,"0,1,2,3","0.0324,0.9030,0.0321,0.0325","1,2,3","""剪彩, 天工, 渲染, 誰家, 點綴""，""秋光""，""新""","0.90,0.03,0.03"
251,"0,1,2,3","0.9151,0.0281,0.0283,0.0285","0,3","""傷神, 君, 夜夜, 夢裏, 平安, 情緒, 書""，""魂""","0.92,0.03"
252,"0,1,2,3","0.9290,0.0235,0.0237,0.0238","0,2,3","""佳節, 君, 思, 惆悵, 西風, 關河, 雁""，""千萬, 塞北""，""雲""","0.93,0.02,0.02"
253,"0,1,2,3","0.8884,0.0370,0.0365,0.0381","3,0","""雲山""，""惜別, 書, 長空, 雁, 音""","0.89,0.04"
254,"0,1,2,3","0.9288,0.0237,0.0237,0.0238","0,3,2","""他鄉, 冷風, 君, 寒雨, 往事, 思, 飄泊""，""珠海, 雲""，""去路""","0.93,0.02,0.02"
255,"0,1,2,3","0.6549,0.0341,0.2767,0.0343","2,3,0","""滿地, 瀟瀟""，""新, 秋雨""，""恐, 獨, 階""","0.65,0.28,0.03"
256,"0,1,2,3","0.8268,0.1241,0.0249,0.0242","0,1,3,2","""不忍, 佳節, 徘徊, 愛, 長空""，""光, 去年, 欄桿""，""雲""，""月華""","0.83,0.12,0.02,0.02"
257,"0,1,2,3","0.0272,0.0264,0.0713,0.8752","0,1,3,2","""簾, 花, 風""，""慕""，""玉, 碧空""，""江山, 淸暉, 皎潔""","0.03,0.03,0.07,0.88"
258,"0,1,2,3","0.0301,0.9095,0.0297,0.0307","3,1,0,2","""人, 玉""，""影射, 日光, 牕下, 牙簽""，""簾""，""寂靜""","0.03,0.91,0.03,0.03"
259,"0,1,2,3","0.0207,0.0203,0.0199,0.9391","2,3,1,0","""妝, 蕭條""，""天, 影, 苔, 雨, 香""，""急, 桐花""，""夢, 雁, 風""","0.02,0.02,0.02,0.94"
260,"0,1,2,3","0.0450,0.0429,0.8690,0.0430","2,0","""新篇, 檢點, 深秋, 窗前""，""無聊""","0.05,0.87"
261,"0,1,2,3","0.5802,0.0332,0.3526,0.0340","2,0,1","""滿目, 竹林""，""冷, 書, 簾, 風""，""淒淒""","0.58,0.03,0.35"
262,"0,1,2,3","0.9281,0.0235,0.0237,0.0247","3,1,0,2","""人間, 天上, 蓬, 靈, 鶴""，""茫茫""，""夢, 歸去, 芳魂""，""白雲鄉""","0.93,0.02,0.02,0.02"
263,"0,1,2,3","0.0276,0.0267,0.0272,0.9185","1,2,3,0","""風雨""，""玉魚, 瑤池, 飄渺""，""女, 香, 魂""，""書, 神仙""","0.03,0.03,0.03,0.92"
264,"0,1,2,3","0.9022,0.0322,0.0324,0.0332","0,3","""冷, 招魂, 湘水, 玉樓, 階""，""雲, 香""","0.90,0.03"
265,"0,1,2,3","0.0536,0.0509,0.0514,0.8441","0,3","""夢, 知音""，""冰, 塵""","0.05,0.84"
266,"0,1,2,3","0.0324,0.0321,0.0322,0.9033","3,2,1,0","""水, 池塘, 窗簾, 細雨""，""春色""，""闌珊""，""寂寂""","0.03,0.03,0.03,0.90"
267,"0,1,2,3","0.3207,0.6309,0.0241,0.0243","0,1,3,2","""書, 簾, 落花""，""梁上燕, 深沈, 院宇, 雨點""，""苔""，""可人, 呢喃""","0.32,0.63,0.02,0.02"
268,"0,1,2,3","0.8834,0.0375,0.0396,0.0395","3,0,2","""池, 香""，""書, 爐""，""荷葉, 轉眼""","0.88,0.04,0.04"
